"","date","away.jumper","home.jumper","winning.team","away.team","home.team","shoot.first","score.first"
"615",2019-01-12,"Al Horford","Nikola Vucevic","bos","bos","orl","bos","bos"
"616",2019-01-12,"Anthony Davis","Karl-Anthony Towns","no","no","min","no","no"
"617",2019-01-12,"Pau Gasol","Steven Adams","okc","sa","okc","okc","okc"
"618",2019-01-12,"Nikola Jokic","Deandre Ayton","phx","den","phx","phx","phx"
"619",2019-01-12,"Wendell Carter Jr.","Rudy Gobert","utah","chi","utah","utah","utah"
"620",2019-01-12,"Bismack Biyombo","Willie Cauley-Stein","sac","cha","sac","sac","cha"
"621",2019-01-13,"Joel Embiid","Noah Vonleh","phi","phi","ny","phi","phi"
"622",2019-01-13,"Serge Ibaka","Thomas Bryant","tor","tor","wsh","tor","tor"
"623",2019-01-13,"Brook Lopez","John Collins","mil","mil","atl","mil","atl"
"624",2019-01-13,"Clint Capela","Nikola Vucevic","hou","hou","orl","hou","orl"
"625",2019-01-13,"Kevin Durant","DeAndre Jordan","gs","gs","dal","gs","gs"
"626",2019-01-13,"Jusuf Nurkic","Nikola Jokic","por","por","den","por","por"
"627",2019-01-13,"Tristan Thompson","JaVale McGee","lal","cle","lal","lal","lal"
"628",2019-01-14,"Al Horford","Jarrett Allen","bos","bos","bkn","bkn","bkn"
"629",2019-01-14,"Marc Gasol","Nene Hilario","mem","mem","hou","mem","hou"
"630",2019-01-14,"Bismack Biyombo","Pau Gasol","sa","cha","sa","sa","sa"
"631",2019-01-14,"Andre Drummond","Rudy Gobert","utah","det","utah","utah","utah"
"632",2019-01-14,"Jusuf Nurkic","Willie Cauley-Stein","por","por","sac","por","por"
"633",2019-01-14,"Anthony Davis","Marcin Gortat","no","no","lac","no","no"
"634",2019-01-15,"Deandre Ayton","Myles Turner","ind","phx","ind","ind","ind"
"635",2019-01-15,"Karl-Anthony Towns","Joel Embiid","min","min","phi","min","min"
"636",2019-01-15,"Steven Adams","John Collins","okc","okc","atl","okc","okc"
"637",2019-01-15,"Hassan Whiteside","Brook Lopez","mil","mia","mil","mil","mia"
"638",2019-01-15,"Kevin Durant","Nikola Jokic","den","gs","den","gs","gs"
"639",2019-01-15,"Wendell Carter Jr.","Tyson Chandler","chi","chi","lal","chi","lal"
"640",2019-01-16,"Nikola Vucevic","Andre Drummond","det","orl","det","det","orl"
"641",2019-01-16,"Serge Ibaka","Al Horford","tor","tor","bos","tor","tor"
"642",2019-01-16,"D'Angelo Russell","Gary Clark","bkn","bkn","hou","bkn","bkn"
"643",2019-01-16,"Brook Lopez","Marc Gasol","mem","mil","mem","mem","mil"
"644",2019-01-16,"LaMarcus Aldridge","DeAndre Jordan","dal","sa","dal","dal","dal"
"645",2019-01-16,"Tristan Thompson","Jusuf Nurkic","por","cle","por","por","cle"
"646",2019-01-16,"Anthony Davis","Kevin Durant","no","no","gs","no","no"
"647",2019-01-16,"Rudy Gobert","Marcin Gortat","utah","utah","lac","lac","lac"
"648",2019-01-17,"Luke Kornet","Thomas Bryant","ny","ny","wsh","ny","wsh"
"649",2019-01-17,"Willie Cauley-Stein","Bismack Biyombo","cha","sac","cha","cha","cha"
"650",2019-01-17,"Joel Embiid","Myles Turner","phi","phi","ind","phi","ind"
"651",2019-01-17,"Deandre Ayton","Serge Ibaka","phx","phx","tor","phx","tor"
"652",2019-01-17,"Bobby Portis","Nikola Jokic","chi","chi","den","chi","chi"
"653",2019-01-17,"Tyson Chandler","Steven Adams","okc","lal","okc","okc","okc"
"654",2019-01-18,"Marc Gasol","Al Horford","mem","mem","bos","mem","bos"
"655",2019-01-18,"Hassan Whiteside","Andre Drummond","det","mia","det","det","det"
"656",2019-01-18,"Jarrett Allen","Nikola Vucevic","bkn","bkn","orl","bkn","bkn"
"657",2019-01-18,"Pau Gasol","Karl-Anthony Towns","sa","sa","min","sa","min"
"658",2019-01-18,"Ante Zizic","Rudy Gobert","utah","cle","utah","utah","utah"
"659",2019-01-18,"Kevin Durant","Marcin Gortat","lac","gs","lac","lac","lac"
"660",2019-01-18,"Anthony Davis","Jusuf Nurkic","no","no","por","no","por"
"661",2019-01-19,"Steven Adams","Joel Embiid","okc","okc","phi","phi","phi"
"662",2019-01-19,"Deandre Ayton","Bismack Biyombo","cha","phx","cha","cha","cha"
"663",2019-01-19,"Willie Cauley-Stein","Zaza Pachulia","det","sac","det","sac","sac"
"664",2019-01-19,"DeAndre Jordan","Myles Turner","dal","dal","ind","ind","ind"
"665",2019-01-19,"Brook Lopez","Nikola Vucevic","orl","mil","orl","orl","orl"
"666",2019-01-19,"Al Horford","Dewayne Dedmon","atl","bos","atl","bos","bos"
"667",2019-01-19,"Jaren Jackson Jr.","Serge Ibaka","mem","mem","tor","mem","tor"
"668",2019-01-19,"Hassan Whiteside","Robin Lopez","chi","mia","chi","chi","chi"
"669",2019-01-19,"Tyson Chandler","PJ Tucker","lal","lal","hou","lal","lal"
"670",2019-01-19,"Ante Zizic","Nikola Jokic","cle","cle","den","cle","den"
"671",2019-01-20,"Bismack Biyombo","Myles Turner","ind","cha","ind","ind","ind"
"672",2019-01-20,"Dragan Bender","Karl-Anthony Towns","min","phx","min","min","min"
"673",2019-01-20,"Montrezl Harrell","LaMarcus Aldridge","sa","lac","sa","sa","lac"
"674",2019-01-21,"Steven Adams","Luke Kornet","okc","okc","ny","ny","okc"
"675",2019-01-21,"Robin Lopez","Ante Zizic","chi","chi","cle","cle","chi"
"676",2019-01-21,"Zaza Pachulia","Thomas Bryant","wsh","det","wsh","wsh","wsh"
"677",2019-01-21,"DeAndre Jordan","Brook Lopez","dal","dal","mil","mil","mil"
"678",2019-01-21,"Nikola Vucevic","Dewayne Dedmon","atl","orl","atl","atl","atl"
"679",2019-01-21,"Willie Cauley-Stein","Jarrett Allen","bkn","sac","bkn","bkn","bkn"
"680",2019-01-21,"Hassan Whiteside","Al Horford","mia","mia","bos","mia","mia"
"681",2019-01-21,"Jusuf Nurkic","Derrick Favors","utah","por","utah","utah","utah"
"1227",2019-01-21,"Jahlil Okafor","Jaren Jackson Jr.","mem","no","mem","mem","mem"
"1228",2019-01-21,"Nene Hilario","Joel Embiid","phi","hou","phi","phi","phi"
"1229",2019-01-21,"DeMarcus Cousins","Tyson Chandler","gs","gs","lal","gs","gs"
"682",2019-01-22,"Willie Cauley-Stein","Serge Ibaka","sac","sac","tor","sac","sac"
"683",2019-01-22,"Jusuf Nurkic","Steven Adams","por","por","okc","por","okc"
"684",2019-01-22,"Montrezl Harrell","DeAndre Jordan","dal","lac","dal","lac","lac"
"685",2019-01-22,"Karl-Anthony Towns","Dragan Bender","min","min","phx","min","min"
"686",2019-01-23,"Serge Ibaka","Myles Turner","ind","tor","ind","ind","ind"
"687",2019-01-23,"Ante Zizic","Aron Baynes","bos","cle","bos","bos","cle"
"688",2019-01-23,"Nikola Vucevic","Jarrett Allen","bkn","orl","bkn","orl","orl"
"689",2019-01-23,"Marcin Gortat","Hassan Whiteside","lac","lac","mia","lac","mia"
"690",2019-01-23,"Kenneth Faried","Noah Vonleh","hou","hou","ny","hou","hou"
"691",2019-01-23,"LaMarcus Aldridge","Joel Embiid","phi","sa","phi","phi","phi"
"692",2019-01-23,"Dewayne Dedmon","Robin Lopez","chi","atl","chi","chi","atl"
"693",2019-01-23,"Bismack Biyombo","Marc Gasol","cha","cha","mem","cha","cha"
"694",2019-01-23,"Zaza Pachulia","Jahlil Okafor","no","det","no","no","no"
"695",2019-01-23,"Nikola Jokic","Rudy Gobert","utah","den","utah","utah","utah"
"696",2019-01-24,"DeMarcus Cousins","Thomas Bryant","gs","gs","wsh","gs","gs"
"697",2019-01-24,"Jahlil Okafor","Steven Adams","okc","no","okc","okc","okc"
"698",2019-01-24,"Jusuf Nurkic","Dragan Bender","por","por","phx","phx","phx"
"699",2019-01-24,"Karl-Anthony Towns","Ivica Zubac","min","min","lal","min","min"
"700",2019-01-25,"Thomas Bryant","Nikola Vucevic","wsh","wsh","orl","wsh","wsh"
"701",2019-01-25,"Noah Vonleh","Jarrett Allen","bkn","ny","bkn","bkn","bkn"
"702",2019-01-25,"Hassan Whiteside","Ante Zizic","mia","mia","cle","mia","cle"
"703",2019-01-25,"Marcin Gortat","Bobby Portis","lac","lac","chi","lac","lac"
"704",2019-01-25,"Serge Ibaka","Kenneth Faried","tor","tor","hou","tor","hou"
"705",2019-01-25,"Willie Cauley-Stein","Marc Gasol","sac","sac","mem","sac","sac"
"706",2019-01-25,"Andre Drummond","DeAndre Jordan","det","det","dal","det","det"
"707",2019-01-25,"Bismack Biyombo","Brook Lopez","mil","cha","mil","mil","cha"
"708",2019-01-25,"Dragan Bender","Mason Plumlee","den","phx","den","den","den"
"709",2019-01-25,"Karl-Anthony Towns","Rudy Gobert","min","min","utah","min","min"
"710",2019-01-26,"Pau Gasol","Jahlil Okafor","sa","sa","no","sa","sa"
"711",2019-01-26,"Myles Turner","Marc Gasol","mem","ind","mem","mem","mem"
"712",2019-01-26,"DeMarcus Cousins","Al Horford","bos","gs","bos","bos","bos"
"713",2019-01-26,"Ben Simmons","Nikola Jokic","den","phi","den","den","den"
"714",2019-01-26,"Dewayne Dedmon","Jusuf Nurkic","por","atl","por","por","por"
"715",2019-01-27,"Ante Zizic","Robin Lopez","chi","cle","chi","chi","chi"
"716",2019-01-27,"Willie Cauley-Stein","Marcin Gortat","lac","sac","lac","lac","lac"
"717",2019-01-27,"Brook Lopez","Steven Adams","mil","mil","okc","mil","mil"
"718",2019-01-27,"Serge Ibaka","DeAndre Jordan","dal","tor","dal","dal","dal"
"719",2019-01-27,"Nikola Vucevic","Kenneth Faried","orl","orl","hou","orl","orl"
"720",2019-01-27,"Rudy Gobert","Karl-Anthony Towns","utah","utah","min","utah","utah"
"721",2019-01-27,"Thomas Bryant","Pau Gasol","wsh","wsh","sa","wsh","wsh"
"722",2019-01-27,"Hassan Whiteside","Noah Vonleh","ny","mia","ny","ny","ny"
"723",2019-01-27,"Dragan Bender","Ivica Zubac","lal","phx","lal","lal","lal"
"724",2019-01-28,"Noah Vonleh","Bismack Biyombo","cha","ny","cha","cha","cha"
"726",2019-01-28,"Jarrett Allen","Al Horford","bkn","bkn","bos","bkn","bos"
"727",2019-01-28,"Nikola Jokic","Marc Gasol","mem","den","mem","mem","mem"
"728",2019-01-28,"Dewayne Dedmon","Marcin Gortat","lac","atl","lac","atl","atl"
"729",2019-01-29,"Thomas Bryant","Ante Zizic","wsh","wsh","cle","wsh","wsh"
"730",2019-01-29,"Brook Lopez","Andre Drummond","mil","mil","det","mil","mil"
"731",2019-01-29,"Nerlens Noel","Nikola Vucevic","orl","okc","orl","orl","orl"
"732",2019-01-29,"Robin Lopez","Jarrett Allen","chi","chi","bkn","chi","chi"
"733",2019-01-29,"Jahlil Okafor","Kenneth Faried","no","no","hou","hou","hou"
"734",2019-01-29,"Richaun Holmes","LaMarcus Aldridge","phx","phx","sa","phx","phx"
"735",2019-01-29,"Joel Embiid","Ivica Zubac","lal","phi","lal","phi","phi"
"736",2019-01-30,"Bismack Biyombo","Al Horford","cha","cha","bos","bos","bos"
"737",2019-01-30,"Robin Lopez","Hassan Whiteside","chi","chi","mia","mia","mia"
"738",2019-01-30,"DeAndre Jordan","Noah Vonleh","dal","dal","ny","dal","dal"
"739",2019-01-30,"Myles Turner","Thomas Bryant","wsh","ind","wsh","wsh","ind"
"740",2019-01-30,"Marc Gasol","Karl-Anthony Towns","min","mem","min","min","min"
"741",2019-01-30,"Nikola Jokic","Jahlil Okafor","den","den","no","den","den"
"742",2019-01-30,"Dewayne Dedmon","Willie Cauley-Stein","atl","atl","sac","atl","sac"
"743",2019-01-30,"Rudy Gobert","Meyers Leonard","utah","utah","por","utah","utah"
"744",2019-01-31,"Salah Mejri","Andre Drummond","det","dal","det","det","det"
"745",2019-01-31,"Myles Turner","Nikola Vucevic","orl","ind","orl","orl","orl"
"746",2019-01-31,"Brook Lopez","Serge Ibaka","tor","mil","tor","mil","mil"
"747",2019-01-31,"Jarrett Allen","LaMarcus Aldridge","bkn","bkn","sa","sa","sa"
"748",2019-01-31,"Joel Embiid","DeMarcus Cousins","phi","phi","gs","phi","phi"
"749",2019-01-31,"Ivica Zubac","Marcin Gortat","lal","lal","lac","lac","lac"
"750",2019-02-01,"Marc Gasol","Bismack Biyombo","mem","mem","cha","cha","mem"
"751",2019-02-01,"Al Horford","Luke Kornet","ny","bos","ny","ny","ny"
"752",2019-02-01,"Steven Adams","Hassan Whiteside","okc","okc","mia","okc","okc"
"753",2019-02-01,"Dewayne Dedmon","Rudy Gobert","utah","atl","utah","utah","utah"
"754",2019-02-01,"Kenneth Faried","Nikola Jokic","den","hou","den","den","den"
"755",2019-02-02,"Marcin Gortat","Andre Drummond","lac","lac","det","lac","lac"
"756",2019-02-02,"Robin Lopez","Bismack Biyombo","chi","chi","cha","chi","chi"
"757",2019-02-02,"Jarrett Allen","Nikola Vucevic","bkn","bkn","orl","bkn","bkn"
"758",2019-02-02,"Brook Lopez","Thomas Bryant","mil","mil","wsh","wsh","wsh"
"759",2019-02-02,"Maximilian Kleber","Ante Zizic","dal","dal","cle","dal","dal"
"760",2019-02-02,"Myles Turner","Hassan Whiteside","ind","ind","mia","ind","mia"
"761",2019-02-02,"Jahlil Okafor","LaMarcus Aldridge","no","no","sa","no","no"
"762",2019-02-02,"Ivica Zubac","DeMarcus Cousins","gs","lal","gs","gs","gs"
"763",2019-02-02,"Nikola Jokic","Karl-Anthony Towns","min","den","min","min","min"
"764",2019-02-02,"Dewayne Dedmon","Deandre Ayton","atl","atl","phx","atl","atl"
"765",2019-02-02,"Kenneth Faried","Rudy Gobert","utah","hou","utah","utah","utah"
"766",2019-02-02,"Joel Embiid","Willie Cauley-Stein","sac","phi","sac","sac","phi"
"767",2019-02-03,"Marc Gasol","DeAndre Jordan","mem","mem","ny","mem","ny"
"768",2019-02-03,"Steven Adams","Al Horford","okc","okc","bos","bos","bos"
"769",2019-02-03,"Montrezl Harrell","Serge Ibaka","tor","lac","tor","tor","lac"
"770",2019-02-04,"Mason Plumlee","Andre Drummond","det","den","det","det","det"
"771",2019-02-04,"Dewayne Dedmon","Thomas Bryant","wsh","atl","wsh","wsh","wsh"
"772",2019-02-04,"Brook Lopez","Jarrett Allen","bkn","mil","bkn","bkn","bkn"
"773",2019-02-04,"Myles Turner","Jahlil Okafor","ind","ind","no","ind","no"
"774",2019-02-04,"Kenneth Faried","Deandre Ayton","phx","hou","phx","hou","hou"
"775",2019-02-04,"LaMarcus Aldridge","Willie Cauley-Stein","sa","sa","sac","sa","sa"
"776",2019-02-05,"Marcin Gortat","Bismack Biyombo","cha","lac","cha","cha","lac"
"777",2019-02-05,"Al Horford","Ante Zizic","cle","bos","cle","cle","bos"
"778",2019-02-05,"Ivica Zubac","Myles Turner","lal","lal","ind","lal","ind"
"779",2019-02-05,"Andre Drummond","DeAndre Jordan","det","det","ny","det","det"
"780",2019-02-05,"Serge Ibaka","Joel Embiid","phi","tor","phi","phi","phi"
"781",2019-02-05,"Karl-Anthony Towns","Jaren Jackson Jr.","mem","min","mem","mem","mem"
"782",2019-02-05,"Nikola Vucevic","Steven Adams","okc","orl","okc","okc","okc"
"783",2019-02-05,"Hassan Whiteside","Jusuf Nurkic","mia","mia","por","mia","mia"
"784",2019-02-06,"Mason Plumlee","Jarrett Allen","den","den","bkn","den","den"
"785",2019-02-06,"Jahlil Okafor","Robin Lopez","chi","no","chi","chi","chi"
"786",2019-02-06,"Thomas Bryant","Brook Lopez","wsh","wsh","mil","wsh","wsh"
"787",2019-02-06,"Bismack Biyombo","Maximilian Kleber","cha","cha","dal","dal","cha"
"788",2019-02-06,"Deandre Ayton","Rudy Gobert","utah","phx","utah","utah","utah"
"789",2019-02-06,"Kenneth Faried","Willie Cauley-Stein","sac","hou","sac","hou","hou"
"790",2019-02-06,"Jakob Poeltl","DeMarcus Cousins","gs","sa","gs","gs","gs"
"791",2019-02-07,"Montrezl Harrell","Myles Turner","lac","lac","ind","lac","lac"
"792",2019-02-07,"Karl-Anthony Towns","Nikola Vucevic","orl","min","orl","orl","orl"
"793",2019-02-07,"Serge Ibaka","Dewayne Dedmon","atl","tor","atl","atl","tor"
"794",2019-02-07,"JaVale McGee","Al Horford","lal","lal","bos","lal","lal"
"795",2019-02-07,"Ivan Rabb","Steven Adams","okc","mem","okc","okc","okc"
"796",2019-02-07,"LaMarcus Aldridge","Jusuf Nurkic","por","sa","por","por","sa"
"797",2019-02-08,"DeAndre Jordan","Andre Drummond","det","ny","det","ny","ny"
"798",2019-02-08,"Nikola Jokic","Joel Embiid","den","den","phi","phi","den"
"799",2019-02-08,"Larry Nance Jr.","Thomas Bryant","wsh","cle","wsh","wsh","wsh"
"800",2019-02-08,"Robin Lopez","Jarrett Allen","chi","chi","bkn","chi","chi"
"801",2019-02-08,"Brook Lopez","Maximilian Kleber","dal","mil","dal","dal","mil"
"802",2019-02-08,"DeMarcus Cousins","Deandre Ayton","phx","gs","phx","phx","gs"
"803",2019-02-08,"Karl-Anthony Towns","Anthony Davis","no","min","no","no","min"
"804",2019-02-08,"Hassan Whiteside","Willie Cauley-Stein","mia","mia","sac","mia","mia"
"805",2019-02-09,"Jakob Poeltl","Rudy Gobert","utah","sa","utah","utah","utah"
"806",2019-02-09,"Larry Nance Jr.","Myles Turner","ind","cle","ind","ind","ind"
"807",2019-02-09,"Cody Zeller","Dewayne Dedmon","atl","cha","atl","cha","cha"
"808",2019-02-09,"Serge Ibaka","DeAndre Jordan","ny","tor","ny","ny","tor"
"809",2019-02-09,"Ivica Zubac","Al Horford","bos","lac","bos","bos","bos"
"810",2019-02-09,"Thomas Bryant","Robin Lopez","chi","wsh","chi","chi","chi"
"811",2019-02-09,"Anthony Davis","Jaren Jackson Jr.","no","no","mem","no","no"
"812",2019-02-09,"Steven Adams","Kenneth Faried","okc","okc","hou","okc","hou"
"813",2019-02-09,"Nikola Vucevic","Brook Lopez","mil","orl","mil","mil","mil"
"814",2019-02-10,"Jusuf Nurkic","Maximilian Kleber","por","por","dal","por","por"
"816",2019-02-10,"Deandre Ayton","Willie Cauley-Stein","phx","phx","sac","phx","sac"
"817",2019-02-10,"Nikola Vucevic","Dewayne Dedmon","atl","orl","atl","atl","orl"
"818",2019-02-10,"Hassan Whiteside","DeMarcus Cousins","mia","mia","gs","gs","gs"
"819",2019-02-11,"DeAndre Jordan","Larry Nance Jr.","cle","ny","cle","cle","cle"
"820",2019-02-11,"Thomas Bryant","Andre Drummond","det","wsh","det","wsh","wsh"
"821",2019-02-11,"Cody Zeller","Myles Turner","ind","cha","ind","ind","cha"
"822",2019-02-11,"Jarrett Allen","Serge Ibaka","bkn","bkn","tor","bkn","bkn"
"823",2019-02-11,"Brook Lopez","Robin Lopez","chi","mil","chi","chi","mil"
"824",2019-02-11,"Maximilian Kleber","Kenneth Faried","dal","dal","hou","hou","hou"
"825",2019-02-11,"Ivica Zubac","Karl-Anthony Towns","lac","lac","min","lac","lac"
"826",2019-02-11,"Jusuf Nurkic","Steven Adams","por","por","okc","por","por"
"827",2019-02-11,"Hassan Whiteside","Mason Plumlee","den","mia","den","mia","mia"
"828",2019-02-12,"JaVale McGee","Dewayne Dedmon","lal","lal","atl","lal","lal"
"829",2019-02-12,"Al Horford","Joel Embiid","bos","bos","phi","bos","bos"
"830",2019-02-12,"LaMarcus Aldridge","Jaren Jackson Jr.","mem","sa","mem","mem","mem"
"831",2019-02-12,"Nikola Vucevic","Anthony Davis","no","orl","no","no","no"
"832",2019-02-12,"Rudy Gobert","DeMarcus Cousins","utah","utah","gs","gs","utah"
"833",2019-02-13,"Jarrett Allen","Ante Zizic","bkn","bkn","cle","bkn","cle"
"834",2019-02-13,"Brook Lopez","Myles Turner","mil","mil","ind","ind","ind"
"835",2019-02-13,"Andre Drummond","Al Horford","bos","det","bos","bos","bos"
"836",2019-02-13,"Joel Embiid","DeAndre Jordan","ny","phi","ny","ny","ny"
"837",2019-02-13,"Thomas Bryant","Serge Ibaka","tor","wsh","tor","tor","tor"
"838",2019-02-13,"Jaren Jackson Jr.","Robin Lopez","chi","mem","chi","chi","chi"
"839",2019-02-13,"Hassan Whiteside","Salah Mejri","mia","mia","dal","mia","mia"
"841",2019-02-13,"Kenneth Faried","Karl-Anthony Towns","min","hou","min","hou","hou"
"842",2019-02-13,"Kevin Durant","Jusuf Nurkic","gs","gs","por","gs","por"
"843",2019-02-13,"Deandre Ayton","Ivica Zubac","lac","phx","lac","lac","lac"
"844",2019-02-14,"Cody Zeller","Nikola Vucevic","cha","cha","orl","cha","orl"
"845",2019-02-14,"DeAndre Jordan","Dewayne Dedmon","atl","ny","atl","atl","ny"
"846",2019-02-14,"Steven Adams","Anthony Davis","okc","okc","no","okc","okc"
"847",2019-02-21,"Deandre Ayton","Ante Zizic","phx","phx","cle","phx","phx"
"848",2019-02-21,"Hassan Whiteside","Boban Marjanovic","mia","mia","phi","mia","mia"
"849",2019-02-21,"Jusuf Nurkic","Jarrett Allen","por","por","bkn","por","bkn"
"850",2019-02-21,"Al Horford","Brook Lopez","bos","bos","mil","bos","mil"
"851",2019-02-21,"Willie Cauley-Stein","DeMarcus Cousins","gs","sac","gs","gs","gs"
"852",2019-02-21,"Clint Capela","JaVale McGee","hou","hou","lal","hou","hou"
"853",2019-02-22,"Thomas Bryant","Cody Zeller","wsh","wsh","cha","wsh","wsh"
"854",2019-02-22,"Anthony Davis","Kyle O'Quinn","ind","no","ind","no","no"
"855",2019-02-22,"Robin Lopez","Nikola Vucevic","orl","chi","orl","orl","orl"
"856",2019-02-22,"LaMarcus Aldridge","Serge Ibaka","tor","sa","tor","tor","tor"
"857",2019-02-22,"Andre Drummond","Dewayne Dedmon","det","det","atl","det","det"
"858",2019-02-22,"Taj Gibson","DeAndre Jordan","ny","min","ny","ny","ny"
"859",2019-02-22,"Ivica Zubac","Ivan Rabb","lac","lac","mem","lac","lac"
"860",2019-02-22,"Nikola Jokic","Salah Mejri","den","den","dal","dal","dal"
"861",2019-02-22,"Rudy Gobert","Steven Adams","utah","utah","okc","utah","utah"
"862",2019-02-23,"Jusuf Nurkic","Boban Marjanovic","por","por","phi","por","phi"
"863",2019-02-23,"Deandre Ayton","Dewayne Dedmon","atl","phx","atl","phx","phx"
"864",2019-02-23,"Jarrett Allen","Cody Zeller","bkn","bkn","cha","bkn","bkn"
"865",2019-02-23,"Jonas Valanciunas","Ante Zizic","mem","mem","cle","mem","cle"
"866",2019-02-23,"Kyle O'Quinn","Bobby Portis","ind","ind","wsh","ind","ind"
"867",2019-02-23,"JaVale McGee","Jahlil Okafor","lal","lal","no","lal","lal"
"868",2019-02-23,"Andre Drummond","Hassan Whiteside","det","det","mia","det","det"
"869",2019-02-23,"Al Horford","Robin Lopez","chi","bos","chi","bos","bos"
"870",2019-02-23,"Willie Cauley-Stein","Steven Adams","okc","sac","okc","okc","okc"
"871",2019-02-23,"Taj Gibson","Brook Lopez","mil","min","mil","mil","mil"
"872",2019-02-23,"Clint Capela","DeMarcus Cousins","hou","hou","gs","hou","hou"
"873",2019-02-23,"Salah Mejri","Rudy Gobert","dal","dal","utah","dal","dal"
"874",2019-02-24,"Nikola Vucevic","Marc Gasol","tor","orl","tor","tor","orl"
"875",2019-02-24,"Ivica Zubac","Nikola Jokic","den","lac","den","lac","den"
"876",2019-02-24,"LaMarcus Aldridge","Noah Vonleh","ny","sa","ny","ny","ny"
"877",2019-02-25,"DeMarcus Cousins","Cody Zeller","cha","gs","cha","cha","cha"
"878",2019-02-25,"Jusuf Nurkic","Ante Zizic","por","por","cle","por","por"
"879",2019-02-25,"Myles Turner","Andre Drummond","det","ind","det","det","ind"
"880",2019-02-25,"LaMarcus Aldridge","Jarrett Allen","bkn","sa","bkn","bkn","bkn"
"881",2019-02-25,"Deandre Ayton","Hassan Whiteside","mia","phx","mia","mia","mia"
"882",2019-02-25,"Brook Lopez","Robin Lopez","mil","mil","chi","mil","mil"
"883",2019-02-25,"Dewayne Dedmon","Clint Capela","atl","atl","hou","atl","atl"
"884",2019-02-25,"JaVale McGee","Jonas Valanciunas","lal","lal","mem","lal","lal"
"885",2019-02-25,"Willie Cauley-Stein","Karl-Anthony Towns","sac","sac","min","sac","min"
"886",2019-02-25,"Jonah Bolden","Anthony Davis","no","phi","no","no","no"
"887",2019-02-25,"Dwight Powell","Ivica Zubac","lac","dal","lac","lac","lac"
"888",2019-02-26,"Nikola Vucevic","Noah Vonleh","orl","orl","ny","orl","orl"
"889",2019-02-26,"Al Horford","Serge Ibaka","bos","bos","tor","bos","bos"
"890",2019-02-26,"Steven Adams","Nikola Jokic","okc","okc","den","okc","den"
"891",2019-02-27,"Clint Capela","Cody Zeller","hou","hou","cha","hou","hou"
"892",2019-02-27,"Karl-Anthony Towns","Dewayne Dedmon","min","min","atl","min","atl"
"893",2019-02-27,"Jusuf Nurkic","Al Horford","por","por","bos","por","bos"
"894",2019-02-27,"Bobby Portis","Jarrett Allen","bkn","wsh","bkn","bkn","bkn"
"895",2019-02-27,"Kevin Durant","Bam Adebayo","gs","gs","mia","gs","gs"
"896",2019-02-27,"Robin Lopez","Jonas Valanciunas","mem","chi","mem","mem","chi"
"897",2019-02-27,"Andre Drummond","Jakob Poeltl","det","det","sa","det","det"
"898",2019-02-27,"Myles Turner","Dwight Powell","ind","ind","dal","ind","dal"
"899",2019-02-27,"Ivica Zubac","Rudy Gobert","utah","lac","utah","utah","utah"
"900",2019-02-27,"Brook Lopez","Willie Cauley-Stein","sac","mil","sac","sac","sac"
"901",2019-02-27,"Anthony Davis","Brandon Ingram","no","no","lal","no","no"
"902",2019-02-28,"Karl-Anthony Towns","Myles Turner","ind","min","ind","ind","ind"
"903",2019-02-28,"DeMarcus Cousins","Nikola Vucevic","orl","gs","orl","orl","orl"
"904",2019-02-28,"Ante Zizic","Noah Vonleh","ny","cle","ny","ny","ny"
"905",2019-02-28,"Bam Adebayo","Clint Capela","hou","mia","hou","hou","hou"
"906",2019-02-28,"Rudy Gobert","Nikola Jokic","den","utah","den","den","den"
"907",2019-02-28,"Jonah Bolden","Steven Adams","okc","phi","okc","okc","okc"
"908",2019-03-01,"Robin Lopez","Dewayne Dedmon","chi","chi","atl","chi","chi"
"909",2019-03-01,"Cody Zeller","Jarrett Allen","bkn","cha","bkn","bkn","bkn"
"910",2019-03-01,"Jusuf Nurkic","Marc Gasol","tor","por","tor","tor","por"
"911",2019-03-01,"Bobby Portis","Al Horford","bos","wsh","bos","bos","bos"
"912",2019-03-01,"Anthony Davis","Deandre Ayton","no","no","phx","phx","phx"
"913",2019-03-01,"Ivica Zubac","Willie Cauley-Stein","sac","lac","sac","sac","lac"
"914",2019-03-01,"Brook Lopez","Brandon Ingram","mil","mil","lal","mil","mil"
"915",2019-03-02,"Andre Drummond","Marquese Chriss","det","det","cle","det","cle"
"916",2019-03-02,"Nikola Vucevic","Myles Turner","orl","orl","ind","orl","orl"
"918",2019-03-02,"DeMarcus Cousins","Jonah Bolden","phi","gs","phi","phi","phi"
"919",2019-03-02,"Jonas Valanciunas","Dwight Powell","mem","mem","dal","mem","mem"
"920",2019-03-02,"Steven Adams","Jakob Poeltl","sa","okc","sa","sa","sa"
"921",2019-03-02,"Jahlil Okafor","Nikola Jokic","den","no","den","den","den"
"922",2019-03-02,"Brandon Ingram","Deandre Ayton","lal","lal","phx","lal","lal"
"923",2019-03-02,"Brook Lopez","Rudy Gobert","mil","mil","utah","mil","mil"
"924",2019-03-03,"Jusuf Nurkic","Cody Zeller","por","por","cha","por","por"
"925",2019-03-03,"Clint Capela","Al Horford","bos","hou","bos","bos","bos"
"926",2019-03-03,"Dewayne Dedmon","Robin Lopez","atl","atl","chi","atl","atl"
"927",2019-03-03,"Noah Vonleh","Ivica Zubac","lac","ny","lac","lac","lac"
